"Rec No"	"Log:Obj Id"	"Log:Set No"	"Log:Condition"	"Log:Retval"	"Log:Unconditional"	"Log:Action"	"Log:Source"	"Log:Csource"	"Log:Flag1"	"Log:Flag2"	"Log:Flag3"	"Log:Filler"	"Log:Exlong"	"Log:User"	"Log:Date"
        3688	"DD066"	      1	"~AD034V !INC 8"	"ED066V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3689	"DD068"	      1	"~AD034V !INC 9"	"ED068V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3690	"DD070"	      1	"~AD034V !INC 10"	"ED070V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3691	"DD072"	      1	"~AD036V !INC 1"	"ED072V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3692	"DD074"	      1	"~AD036V !INC 2"	"ED074V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3693	"DD076"	      1	"~AD036V !INC 3"	"ED076V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3694	"DD078"	      1	"~AD036V !INC 4"	"ED078V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3695	"DD080"	      1	"~AD036V !INC 5"	"ED080V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3696	"DD082"	      1	"~AD036V !INC 6"	"ED082V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3697	"DD084"	      1	"~AD036V !INC 7"	"ED084V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3698	"DD086"	      1	"~AD036V !INC 8"	"ED086V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3699	"DD088"	      1	"~AD038V !INC 1"	"ED088V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3700	"DD090"	      1	"~AD038V !INC 2"	"ED090V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3701	"DD092"	      1	"~AD038V !INC 3"	"ED092V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3702	"DD094"	      1	"~AD038V !INC 4"	"ED094V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3703	"DD096"	      1	"~AD038V !INC 5"	"ED096V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3704	"DD098"	      1	"~AD038V !INC 6"	"ED098V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3705	"DD100"	      1	"~AD038V !INC 7"	"ED100V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3706	"DD102"	      1	"~AD038V !INC 8"	"ED102V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3707	"DD104"	      1	"~AD038V !INC 9"	"ED104V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3708	"DD106"	      1	"~AD038V !INC 10"	"ED106V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3709	"DD108"	      1	"~AD038V !INC 11"	"ED108V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3710	"M7000"	     85	"SEL:DOC_NO = "DOC32005""	""Motion for Discovery (Blood Test)""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TG"	"        74,422"
        3714	"DC012"	      1	"~AC008V !INC 2"	"EC012V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,426"
        3715	"DC014"	      1	"~AC008V !INC 3"	"EC014V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,426"
        3716	"DC016"	      1	"~AC008V !INC 1"	"EC016V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,426"
        3717	"DC018"	      1	"~AC008V !INC 4"	"EC018V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3718	"DC020"	      1	"~AC008V !INC 5"	"EC020V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3719	"DC022"	      1	"~AC008V !INC 6"	"EC022V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3720	"DC024"	      1	"~AC008V !INC 7"	"EC024V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3721	"DC026"	      1	"~AC008V !INC 8"	"EC026V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3722	"DC028"	      1	"~AC008V !INC 9"	"EC028V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3723	"DB004"	      1	"~AB004V !INC 1"	"EB004V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3724	"DB006"	      1	"~AB004V !INC 2"	"EB006V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3725	"DB008"	      1	"~AB004V !INC 3"	"EB008V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3726	"DB010"	      1	"~AB004V !INC 4"	"EB010V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3727	"DB012"	      1	"~AB004V !INC 5"	"EB012V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3728	"DB014"	      1	"~AB004V !INC 6"	"EB014V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3729	"DB016"	      1	"~AB004V !INC 7"	"EB016V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3730	"DB018"	      1	"~AB004V !INC 8"	"EB018V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3731	"DB020"	      1	"~AB004V !INC 9"	"EB020V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3732	"DB022"	      1	"~AB006V !INC 1"	"EB022V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3733	"DB024"	      1	"~AB006V !INC 2"	"EB024V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3734	"DB026"	      1	"~AB006V !INC 3"	"EB026V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3735	"DB028"	      1	"~AB006V !INC 4"	"EB028V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3736	"M7000"	     88	"SEL:DOC_NO = "DOC32008""	""Motion for Defense Analysis of Blood Sample""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,425"
        3737	"DC030"	      1	"~AC010V !INC 1"	"EC030V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3738	"DC032"	      1	"~AC010V !INC 2"	"EC032V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3739	"DC034"	      1	"~AC010V !INC 3"	"EC034V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3740	"DC036"	      1	"~AC010V !INC 4"	"EC036V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3741	"DC038"	      1	"~AC010V !INC 5"	"EC038V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3742	"DC040"	      1	"~AC010V !INC 6"	"EC040V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3743	"DC042"	      1	"~AC012V !INC 1"	"EC042V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3744	"DC044"	      1	"~AC012V !INC 2"	"EC044V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3745	"DC046"	      1	"~AC012V !INC 3"	"EC046V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3746	"DC048"	      1	"~AC012V !INC 4"	"EC048V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3747	"DC050"	      1	"~AC012V !INC 5"	"EC050V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3748	"DC052"	      1	"~AC012V !INC 6"	"EC052V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3749	"DB030"	      1	"~AB008V !INC 1"	"EB030V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3750	"DB032"	      1	"~AB008V !INC 2"	"EB032V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3751	"DB034"	      1	"~AB008V !INC 3"	"EB034V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3752	"DB036"	      1	"~AB008V !INC 4"	"EB036V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3753	"DB038"	      1	"~AB008V !INC 5"	"EB038V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3754	"DB040"	      1	"~AB008V !INC 6"	"EB040V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3755	"DB042"	      1	"~AB008V !INC 7"	"EB042V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3756	"DC054"	      1	"~AC014V !INC 1"	"EC054V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3757	"DC056"	      1	"~AC014V !INC 2"	"EC056V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3758	"DC058"	      1	"~AC014V !INC 3"	"EC058V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3759	"DC060"	      1	"~AC014V !INC 4"	"EC060V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3760	"DC062"	      1	"~AC014V !INC 5"	"EC062V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3761	"DC064"	      1	"~AC014V !INC 6"	"EC064V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3762	"DB044"	      1	"~AB010V !INC 1"	"EB044V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3763	"DB046"	      1	"~AB010V !INC 2"	"EB046V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3764	"DB048"	      1	"~AB010V !INC 3"	"EB048V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3765	"DB050"	      1	"~AB010V !INC 4"	"EB050V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3766	"DB052"	      1	"~AB010V !INC 5"	"EB052V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3767	"DB054"	      1	"~AB010V !INC 6"	"EB054V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3768	"DB056"	      1	"~AB010V !INC 7"	"EB056V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3769	"DB058"	      1	"~AB010V !INC 8"	"EB058V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3770	"DB060"	      1	"~AB010V !INC 9"	"EB060V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3771	"DB062"	      1	"~AB010V !INC 10"	"EB062V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3772	"DC066"	      1	"~AC016V !INC 1"	"EC066V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3773	"DC068"	      1	"~AC016V !INC 2"	"EC068V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3774	"DC070"	      1	"~AC016V !INC 3"	"EC070V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3775	"DC072"	      1	"~AC016V !INC 4"	"EC072V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3776	"DC074"	      1	"~AC016V !INC 5"	"EC074V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3777	"DC076"	      1	"~AC016V !INC 6"	"EC076V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3778	"DC078"	      1	"~AC016V !INC 7"	"EC078V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3779	"DC080"	      1	"~AC016V !INC 8"	"EC080V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3780	"DC082"	      1	"~AC016V !INC 9"	"EC082V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3781	"DC084"	      1	"~AC016V !INC 10"	"EC084V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3782	"DC086"	      1	"~AC016V !INC 11"	"EC086V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3783	"DC088"	      1	"~AC018V !INC 1"	"EC088V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3784	"DC090"	      1	"~AC018V !INC 2"	"EC090V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3785	"DC092"	      1	"~AC018V !INC 3"	"EC092V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3786	"DC094"	      1	"~AC018V !INC 4"	"EC094V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3787	"DC096"	      1	"~AC018V !INC 5"	"EC096V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"EHN"	"        74,425"
        3788	"DB064"	      1	"~AB012V !INC 1"	"EB064V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3789	"DB066"	      1	"~AB012V !INC 2"	"EB066V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3790	"DB068"	      1	"~AB012V !INC 3"	"EB068V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3791	"DB070"	      1	"~AB012V !INC 4"	"EB070V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3792	"DB072"	      1	"~AB012V !INC 5"	"EB072V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3793	"DB074"	      1	"~AB012V !INC 6"	"EB074V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3794	"DB076"	      1	"~AB012V !INC 7"	"EB076V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3795	"DB078"	      1	"~AB012V !INC 8"	"EB078V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3796	"M7000"	     84	"SEL:DOC_NO = "DOC32004""	""Motion for Discovery (No Test)""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,425"
        3797	"M7000"	     83	"SEL:DOC_NO = "DOC32003""	""Motion for Discovery (Breath Test)""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,432"
        3798	"M7000"	     89	"SEL:DOC_NO = "DOC32020""	""Motion to Take Deposition of State's Chemist""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"FG"	"        74,463"
        3799	"M7000"	     86	"SEL:DOC_NO = "DOC32006""	""Motion for Discovery""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3801	"IE002"	      1	"~AE002V = 1"	""~PE044V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,426"
        3802	"IE002"	      2	"~AE002V = 2"	""~P0190G""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,426"
        3803	"IE002"	      3	"~AE002V = 3"	""~PE046V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,426"
        3804	"DB080"	      1	"~AB014V !INC 1"	"EB080V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3805	"DB082"	      1	"~AB014V !INC 2"	"EB082V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3806	"DB084"	      1	"~AB014V !INC 3"	"EB084V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3807	"DB086"	      1	"~AB014V !INC 4"	"EB086V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3808	"DB088"	      1	"~AB014V !INC 5"	"EB088V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3809	"DB090"	      1	"~AB014V !INC 6"	"EB090V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3810	"DB092"	      1	"~AB014V !INC 7"	"EB092V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3811	"DB094"	      1	"~AB014V !INC 8"	"EB094V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3812	"DB096"	      1	"~AB014V !INC 9"	"EB096V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3813	"DB098"	      1	"~AB014V !INC 10"	"EB098V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,426"
        3814	"PE044"	      2	"~P4051V != """	"~P4051V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,426"
        3815	"PE044"	      1	"~AE002V != 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"WM"	"        74,426"
        3816	"PE046"	      1	"~AE002V != 3"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"WM"	"        74,426"
        3818	"PE048"	      1		"FORMAT(TODAY(),@D4B)"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,427"
        3819	"M7000"	     90	"SEL:DOC_NO = "DOC32022""	""Motion to Take Deposition of State's Chemist (Breath Test)""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,427"
        3820	"M7000"	     87	"SEL:DOC_NO = "DOC32007""	""Motion for Discovery of Exculpatory Evidence""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,427"
        3822	"M7000"	     91	"SEL:DOC_NO = "DOC32024""	""Motion for Deposition of Witness Who Withdrew Blood Specimen""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,429"
        3823	"IE004"	      1	"~AE004V = 1"	""~PE052V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,428"
        3824	"IE004"	      2	"~AE004V = 2"	""~P0190G""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,428"
        3825	"IE004"	      3	"~AE004V = 3"	""~PE054V""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,428"
        3826	"PE052"	      1	"~AE004V != 1"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"WM"	"        74,428"
        3827	"PE052"	      2	"~P4051V != """	"~P4051V"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,428"
        3828	"PE054"	      1	"~AE004V != 3"		  0	"SKIP"	  1	  0	  0	  0	  0		             0	"WM"	"        74,428"
        3830	"IE006"	      1		"CHOOSETF(~AE006V != "F","him","her")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,429"
        3831	"M7000"	     92	"SEL:DOC_NO = "DOC32040""	""Motion to Quash for Failure to Specify Controlled Substance""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,432"
        3832	"M7000"	     95	"SEL:DOC_NO = "DOC32060""	""Motion to Suppress Collision Report Evidence of Defendant""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"TMV"	"        81,265"
        3833	"I0004"	      1		"CHOOSETF(~A0001V != "F","He","She")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,432"
        3834	"M7000"	     96	"SEL:DOC_NO = "DOC32061""	""Motion to Suppress Blood Test""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,432"
        3835	"M7000"	     97	"SEL:DOC_NO = "DOC32062""	""Motion to Suppress Breath Test Results""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,433"
        3836	"M7000"	     98	"SEL:DOC_NO = "DOC32063""	""Motion to Suppress Breath Test Results Due to Illegal Coercion""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,433"
        3839	"M7000"	     99	"SEL:DOC_NO = "DOC32064""	""Motion to Suppress Test, Videotape, Statements""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,433"
        3840	"M7000"	    100	"SEL:DOC_NO = "DOC32065""	""Motion to Suppress Audio Portions of the Videotape""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,433"
        3841	"M7000"	    101	"SEL:DOC_NO = "DOC32066""	""Motion to Dismiss the .08 Alcohol Concentration Allegation for Failure to Preserve the Defendant's Breath Specimen""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,433"
        3842	"M7000"	    102	"SEL:DOC_NO = "DOC32067""	""Motion to Exclude Evidence of Refusal to Take Chemical Test Based on Invocation of Right to Assistance of Counsel""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,434"
        3843	"M7000"	    103	"SEL:DOC_NO = "DOC32068""	""Motion to Exclude Evidence of Refusal to Take Chemical Test Based on Collateral Estoppel""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,434"
        3844	"M7000"	    105	"SEL:DOC_NO = "DOC32070""	""Motion to Suppress Evidence Derived from Illegal Arrest Based Upon Collateral Estoppel""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,434"
        3846	"M7000"	    104	"SEL:DOC_NO = "DOC32069""	""Motion to Exclude Evidence of Refusal to Take Chemical Test Because of Failure of Officier to Give Defendant Statutory Warnings""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,434"
        3847	"PB002"	      1		"~P3000V"	  1	"DEFAULT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,434"
        3848	"M7000"	    106	"SEL:DOC_NO = "DOC32071""	""Motion to Suppress Evidence Obtained at Illegal Roadblock""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,435"
        3849	"M7000"	    107	"SEL:DOC_NO = "DOC32080""	""Motion to Dismiss for Failure to Allow Requested Blood Test""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,435"
        3850	"DB100"	      1	"~AB016V != "Y""	"EB100V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,435"
        3852	"M7000"	    108	"SEL:DOC_NO = "DOC32081""	""Agreement to Stipulate to Two Prior DWI Convictions""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,436"
        3854	"M7000"	     78	"SEL:DOC_NO = "DOC28011""	""Motion to Impose Community Supervision""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,463"
        3855	"M7000"	    110	"SEL:DOC_NO = "DOC32100""	""Motion in Limine Regarding Opinion Testimony On Chemical Test""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,436"
        3856	"PB042"	      1	"~P9005G != """	"~P9005G"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,436"
        3857	"DB102"	      1	"~AB018V != 2"	"EB102V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,436"
        3859	"DB104"	      1	"~AB018V != 1"	"EB104V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,436"
        3860	"LB000"	      1	"LOOP() <= ~AB020V"		  0	"LOOP"	  1	  0	  0	  0	  0		             0	"AL"	"        74,439"
        3861	"IB004"	      1	"LOOP() = ~AB020V"	"" and""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,442"
        3862	"M7000"	    111	"SEL:DOC_NO = "DOC32120""	""Petition for Occupational Driver's License""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,439"
        3863	"M7000"	    109	"SEL:DOC_NO = "DOC32083""	""Motion to Compel Election Between Mental and Physical Faculties""	  0	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,440"
        3865	"PB056"	      1	"~P9005G != """	"~P9005G"	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"AL"	"        74,440"
        3866	"DB106"	      1	"ASM("DOC32121")"	"EB106V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,440"
        3867	"DB108"	      1	"~A2128V != "Y""	"EB108V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,440"
        3870	"IE008"	      1		"CHOOSETF(~A0001V != "F","Male","Female")"	  1	"INSERT"	  1	  0	  0	  0	  0		             0	"WM"	"        74,441"
        3871	"DE000"	      1	"~AE008V != 1"	"EE000V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,442"
        3872	"DE002"	      1	"~AE008V != 2"	"EE002V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,442"
        3873	"DE004"	      1	"~AE008V != 3"	"EE004V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,442"
        3874	"DE006"	      1	"~AE010V != "Y""	"EE006V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"WM"	"        74,442"
        3875	"DB110"	      1	"~AB022V != "Y""	"EB110V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"tdy"	"        79,341"
        3876	"DB112"	      1	"~AB024V != 1"	"EB112V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,443"
        3877	"DB114"	      1	"~AB024V != 2"	"EB114V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,443"
        3878	"DB116"	      1	"~AB024V != 3"	"EB116V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,443"
        3879	"DB118"	      1	"~AB024V != 4"	"EB118V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"AL"	"        74,443"
        3880	"DB120"	      1	"~AB026V != "Y""	"EB120V"	  0	"DELETE"	  1	  0	  0	  0	  0		             0	"tdy"	"        79,341"
        3881	"P0072"	      4	"(~A9100V != "" AND ~P9005G != "") AND ~A9100V = 4"	""County Court at Law of " & ~P9005G & " County""	  0	"DEFAULT"	  1	  0	  0	  0	  0		             0	"LTJ"	"        79,105"
